name,type,id,rarity,star,armor_type,nationality,oxy_max,s_durability,s_cannon,s_torpedo,s_antiaircraft,s_air,durability1,cannon1,torpedo1,antiaircraft1,air1,reload1,xxx1,hit1,dodge1,speed1,luck1,antisubmarine1,durability2,cannon2,torpedo2,antiaircraft2,air2,reload2,xxx2,hit2,dodge2,speed2,luck2,antisubmarine2,durability3,cannon3,torpedo3,antiaircraft3,air3,reload3,xxx3,hit3,dodge3,speed3,luck3,antisubmarine3,durability4,cannon4,torpedo4,antiaircraft4,air4,reload4,xxx4,hit4,dodge4,speed4,luck4,antisubmarine4,g_durability,g_cannon,g_torpedo,g_antiaircraft,g_air,g_reload,g_xxx,g_hit,g_dodge,g_speed,g_luck,g_antisubmarine,ge_durability,ge_cannon,ge_torpedo,ge_antiaircraft,ge_air,ge_reload,ge_xxx,ge_hit,ge_dodge,ge_speed,ge_luck,ge_antisubmarine
黑太子,2,202241,4,2,1,2,0,26,28,0,0,49,623,26,28,72,0,66,0,58,28,32.25,58,36,775,33,35,90,0,66,0,58,28,32.25,58,45,1079,46,49,125,0,66,0,58,28,32.25,58,63,1535,65,70,178,0,66,0,58,28,32.25,58,89,15195,262,280,1412,0,328,0,858,420,0,0,356,3039,608,658,502,0,775,0,-13,725,0,0,421
谢菲尔德(μ兵装),2,202251,4,2,1,2,0,28,54,0,0,50,615,28,55,67,0,67,0,55,29,32,78,21,765,35,69,83,0,67,0,55,29,32,78,26,1065,49,96,116,0,67,0,55,29,32,78,37,1514,70,137,165,0,67,0,55,29,32,78,52,14990,280,544,1304,0,334,0,810,432,0,0,208,2998,658,1152,556,0,791,0,0,723,0,0,306
格拉斯哥,2,202261,3,2,1,2,0,28,50,0,0,47,637,28,51,65,0,63,0,54,29,32,81,24,792,35,64,81,0,63,0,54,29,32,81,30,1103,49,89,113,0,63,0,54,29,32,81,42,1569,69,126,161,0,63,0,54,29,32,81,59,15535,276,500,1284,0,314,0,792,432,0,0,236,3105,654,1117,559,0,744,0,3,723,0,0,335
伦敦,3,203011,4,2,1,2,0,41,41,0,0,45,607,41,41,40,0,61,0,38,9,25.6,62,0,755,51,51,50,0,61,0,38,9,25.6,62,0,1051,72,71,69,0,61,0,38,9,25.6,62,0,1495,102,102,98,0,61,0,38,9,25.6,62,0,14800,408,406,776,0,302,0,564,126,0,0,0,5180,965,967,529,0,711,0,251,1979,0,0,0
什罗普郡,3,203021,3,2,1,2,0,40,39,0,0,44,590,40,40,39,0,59,0,38,9,25.6,75,0,734,50,50,48,0,59,0,38,9,25.6,75,0,1022,70,70,67,0,59,0,38,9,25.6,75,0,1453,100,99,96,0,59,0,38,9,25.6,75,0,14385,398,394,756,0,292,0,564,126,0,0,0,5035,945,934,519,0,691,0,251,1979,0,0,0
肯特,3,203031,3,2,1,2,0,40,39,0,0,44,598,40,40,39,0,59,0,38,8,25.2,71,0,744,50,50,48,0,59,0,38,8,25.2,71,0,1035,70,70,67,0,59,0,38,8,25.2,71,0,1473,100,99,96,0,59,0,38,8,25.2,71,0,14575,398,394,756,0,292,0,564,120,0,0,0,5101,945,934,519,0,691,0,251,1975,0,0,0
萨福克,3,203041,3,2,1,2,0,40,39,0,0,44,595,40,40,39,0,59,0,38,8,25.2,72,0,740,50,50,48,0,59,0,38,8,25.2,72,0,1030,70,70,67,0,59,0,38,8,25.2,72,0,1465,100,99,96,0,59,0,38,8,25.2,72,0,14500,398,394,756,0,292,0,564,120,0,0,0,4350,945,934,519,0,691,0,251,1975,0,0,0
诺福克,3,203051,3,2,2,2,0,32,26,0,0,44,798,33,26,45,0,59,0,38,9,25.2,69,0,993,41,32,56,0,59,0,38,9,25.2,69,0,1382,57,45,78,0,59,0,38,9,25.2,69,0,1966,82,65,111,0,59,0,38,9,25.2,69,0,19460,324,258,884,0,292,0,564,138,0,0,0,3892,771,612,601,0,691,0,251,1972,0,0,0
多塞特郡,3,203061,4,2,2,2,0,33,45,0,0,45,821,34,45,47,0,61,0,38,9,25.2,33,0,1021,42,56,58,0,61,0,38,9,25.2,33,0,1422,59,78,81,0,61,0,38,9,25.2,33,0,2023,84,112,115,0,61,0,38,9,25.2,33,0,20030,334,446,912,0,302,0,564,138,0,0,0,4004,791,1059,613,0,711,0,251,1972,0,0,0
约克,3,203071,4,2,2,2,0,41,35,0,0,48,629,42,36,45,0,65,0,43,9,25.8,15,0,782,52,45,56,0,65,0,43,9,25.8,15,0,1089,73,62,78,0,65,0,43,9,25.8,15,0,1550,104,89,112,0,65,0,43,9,25.8,15,0,15345,412,352,888,0,322,0,636,132,0,0,0,4604,976,833,605,0,758,0,239,2178,0,0,0
埃克塞特,3,203081,4,2,2,2,0,41,35,0,0,48,634,42,36,45,0,65,0,43,9,25.8,49,0,789,52,45,56,0,65,0,43,9,25.8,49,0,1098,73,62,78,0,65,0,43,9,25.8,49,0,1562,104,89,112,0,65,0,43,9,25.8,49,0,15470,412,352,888,0,322,0,636,132,0,0,0,4638,976,833,605,0,758,0,0,2178,0,0,0
苏塞克斯,3,203091,3,2,1,2,0,37,39,0,0,44,590,37,40,48,0,59,0,38,9,25.6,68,0,734,46,50,60,0,59,0,38,9,25.6,68,0,1022,65,70,83,0,59,0,38,9,25.6,68,0,1453,93,99,118,0,59,0,38,9,25.6,68,0,14385,370,394,932,0,292,0,564,126,0,0,0,5035,875,934,617,0,691,0,251,2179,0,0,0
声望,4,204011,4,2,2,2,0,70,0,0,0,43,1022,71,0,52,0,57,0,23,9,32.58,85,0,1271,89,0,65,0,57,0,23,9,32.58,85,0,1770,124,0,90,0,57,0,23,9,32.58,85,0,2517,177,0,128,0,57,0,23,9,32.58,85,0,24920,704,0,1012,0,286,0,342,126,0,0,0,18690,1208,0,618,0,674,0,238,579,0,0,0
反击,4,204021,3,2,2,2,0,66,0,0,0,42,993,67,0,50,0,56,0,22,8,31.5,28,0,1235,84,0,62,0,56,0,22,8,31.5,28,0,1719,117,0,87,0,56,0,22,8,31.5,28,0,2446,166,0,124,0,56,0,22,8,31.5,28,0,24215,662,0,984,0,278,0,318,120,0,0,0,18161,1205,0,615,0,660,0,247,575,0,0,0
胡德,4,204031,5,3,2,2,0,66,0,0,0,44,1485,66,0,61,0,58,0,22,9,31,38,0,1847,82,0,76,0,58,0,22,9,31,38,0,2571,115,0,106,0,58,0,22,9,31,38,0,3658,164,0,151,0,58,0,22,9,31,38,0,36215,656,0,1200,0,290,0,318,126,0,0,0,0,804,0,585,0,685,0,247,579,0,0,0
伊丽莎白女王,5,205011,4,2,3,2,0,77,0,0,0,40,1250,78,0,40,0,53,0,22,6,24,25,0,1555,97,0,50,0,53,0,22,6,24,25,0,2165,136,0,69,0,53,0,22,6,24,25,0,3080,194,0,98,0,53,0,22,6,24,25,0,30495,772,0,776,0,266,0,318,84,0,0,0,18907,893,0,529,0,627,0,247,786,0,0,0
厌战,5,205021,5,3,3,2,0,83,0,0,0,44,1298,84,0,41,0,58,0,24,6,24,90,0,1615,105,0,51,0,58,0,24,6,24,90,0,2248,146,0,71,0,58,0,24,6,24,90,0,3197,209,0,101,0,58,0,24,6,24,90,0,31650,830,0,804,0,290,0,360,84,0,0,0,18990,562,0,546,0,685,0,235,786,0,0,0
纳尔逊,5,205031,4,2,3,2,0,78,0,0,0,41,1276,79,0,41,0,55,0,22,6,23.5,66,0,1587,98,0,51,0,55,0,22,6,23.5,66,0,2210,137,0,71,0,55,0,22,6,23.5,66,0,3144,196,0,101,0,55,0,22,6,23.5,66,0,31125,778,0,796,0,272,0,330,84,0,0,0,18675,892,0,547,0,643,0,240,786,0,0,0
罗德尼,5,205041,4,2,3,2,0,78,0,0,0,41,1272,79,0,41,0,55,0,22,5,23,81,0,1582,98,0,51,0,55,0,22,5,23,81,0,2203,137,0,71,0,55,0,22,5,23,81,0,3134,196,0,101,0,55,0,22,5,23,81,0,31025,778,0,796,0,272,0,330,78,0,0,0,18615,892,0,547,0,643,0,240,782,0,0,0
英王乔治五世,5,205051,5,3,3,2,0,81,0,0,0,43,1334,82,0,49,0,57,0,22,7,28.3,77,0,1659,102,0,61,0,57,0,22,7,28.3,77,0,2310,143,0,85,0,57,0,22,7,28.3,77,0,3286,204,0,122,0,57,0,22,7,28.3,77,0,32540,814,0,968,0,286,0,330,108,0,0,0,18054,871,0,613,0,674,0,240,677,0,0,0
威尔士亲王,5,205061,5,3,3,2,0,81,0,0,0,43,1334,82,0,43,0,57,0,22,7,28.3,19,0,1659,102,0,54,0,57,0,22,7,28.3,19,0,2310,143,0,75,0,57,0,22,7,28.3,19,0,3286,204,0,106,0,57,0,22,7,28.3,19,0,32540,810,0,840,0,286,0,324,108,0,0,0,17892,875,0,578,0,674,0,246,677,0,0,0
约克公爵,5,205071,5,3,3,2,0,81,0,0,0,42,1334,82,0,42,0,56,0,22,7,28.3,73,0,1659,102,0,52,0,56,0,22,7,28.3,73,0,2310,143,0,73,0,56,0,22,7,28.3,73,0,3286,203,0,104,0,56,0,22,7,28.3,73,0,32540,808,0,820,0,280,0,330,108,0,0,0,17892,875,0,568,0,658,0,240,677,0,0,0
竞技神,6,206011,2,1,2,2,0,0,0,0,52,47,687,0,0,46,52,64,0,26,18,25,41,25,855,0,0,57,65,64,0,26,18,25,41,31,1190,0,0,80,91,64,0,26,18,25,41,43,1693,0,0,114,129,64,0,26,18,25,41,62,16765,0,0,904,516,316,0,390,270,0,0,246,11729,0,0,611,1131,749,0,230,650,0,0,347
独角兽,6,206031,4,2,2,2,0,0,0,0,57,50,890,0,0,50,57,66,0,27,18,24,78,26,1107,0,0,62,71,66,0,27,18,24,78,32,1541,0,0,87,99,66,0,27,18,24,78,45,2192,0,0,124,142,66,0,27,18,24,78,65,21705,0,0,980,566,330,0,402,264,0,0,258,13017,0,0,619,1171,780,0,228,656,0,0,357
半人马,6,206041,5,3,2,2,0,0,0,0,80,44,1105,0,0,50,80,59,0,31,19,28,73,31,1374,0,0,62,100,59,0,31,19,28,73,39,1913,0,0,87,140,59,0,31,19,28,73,54,2722,0,0,124,199,59,0,31,19,28,73,76,26945,0,0,980,796,292,0,462,288,0,0,302,16167,0,0,619,1181,691,0,218,647,0,0,389
追赶者,6,206051,4,2,2,2,0,0,0,0,55,51,778,0,0,48,56,68,0,28,15,18,82,35,968,0,0,60,70,68,0,28,15,18,82,44,1347,0,0,83,97,68,0,28,15,18,82,61,1917,0,0,119,139,68,0,28,15,18,82,87,18975,0,0,940,550,340,0,414,228,0,0,344,13283,0,0,618,1161,800,0,226,857,0,0,420
皇家方舟,7,207021,4,2,2,2,0,0,0,0,75,32,1027,0,0,58,76,43,0,35,13,31,87,0,1278,0,0,72,95,43,0,35,13,31,87,0,1779,0,0,101,132,43,0,35,13,31,87,0,2530,0,0,143,189,43,0,35,13,31,87,0,25055,0,0,1136,752,216,0,516,186,0,0,0,12523,0,0,601,1200,504,0,0,769,0,0,0
光辉,7,207031,5,3,3,2,0,0,0,0,75,32,1123,0,0,56,76,43,0,31,13,30.5,44,0,1397,0,0,70,95,43,0,31,13,30.5,44,0,1945,0,0,97,132,43,0,31,13,30.5,44,0,2766,0,0,138,189,43,0,31,13,30.5,44,0,27390,0,0,1092,752,216,0,462,186,0,0,0,8214,0,0,612,1200,504,0,0,769,0,0,0
胜利,7,207041,5,3,3,2,0,0,0,0,77,29,1053,0,0,54,78,38,0,31,13,30.5,82,0,1310,0,0,67,97,38,0,31,13,30.5,82,0,1824,0,0,94,136,38,0,31,13,30.5,82,0,2594,0,0,134,194,38,0,31,13,30.5,82,0,25690,0,0,1064,774,190,0,456,186,0,0,0,12840,0,0,612,1191,448,0,0,769,0,0,0
可畏,7,207051,5,3,3,2,0,0,0,0,78,32,1090,0,0,54,79,43,0,31,12,30,75,0,1356,0,0,67,98,43,0,31,12,30,75,0,1888,0,0,94,137,43,0,31,12,30,75,0,2685,0,0,134,196,43,0,31,12,30,75,0,26590,0,0,1064,778,216,0,456,180,0,0,0,13290,0,0,612,1192,504,0,0,765,0,0,0
光荣,7,207061,4,2,2,2,0,0,0,0,67,30,1062,0,0,55,68,40,0,30,12,30,32,0,1321,0,0,68,85,40,0,30,12,30,32,0,1839,0,0,95,118,40,0,30,12,30,32,0,2616,0,0,136,169,40,0,30,12,30,32,0,25895,0,0,1076,672,200,0,450,180,0,0,0,12948,0,0,612,1208,468,0,0,765,0,0,0
黑暗界,13,213011,4,2,1,2,0,52,0,0,0,40,587,52,0,32,0,53,0,28,11,12,91,0,730,65,0,40,0,53,0,28,11,12,91,0,1017,91,0,55,0,53,0,28,11,12,91,0,1446,130,0,79,0,53,0,28,11,12,91,0,14320,518,0,624,0,266,0,408,162,0,0,0,14310,1133,0,426,0,627,0,0,1373,0,0,0
恐怖,13,213021,4,2,1,2,0,52,0,0,0,40,587,52,0,32,0,53,0,28,11,12,19,0,730,65,0,40,0,53,0,28,11,12,19,0,1017,91,0,55,0,53,0,28,11,12,19,0,1446,130,0,79,0,53,0,28,11,12,19,0,14320,518,0,624,0,266,0,408,162,0,0,0,14310,1133,0,426,0,627,0,0,1373,0,0,0
阿贝克隆比,13,213041,4,2,1,2,0,53,0,0,0,41,609,53,0,34,0,54,0,28,11,12.5,38,0,758,66,0,42,0,54,0,28,11,12.5,38,0,1055,92,0,59,0,54,0,28,11,12.5,38,0,1500,132,0,84,0,54,0,28,11,12.5,38,0,14850,526,0,664,0,270,0,414,168,0,0,0,14850,1142,0,454,0,638,0,-6,1367,0,0,0
海王星,2,299011,5,3,1,2,0,47,98,0,0,45,815,32,67,69,0,60,0,54,28,33.5,0,37,815,32,67,69,0,60,0,54,28,33.5,0,46,815,32,67,69,0,60,0,54,28,33.5,0,64,815,32,67,69,0,60,0,54,28,33.5,0,92,19890,628,1312,1356,0,300,0,804,420,0,0,366,0,430,548,531,0,705,0,-4,725,0,0,428
君主,5,299021,5,3,3,2,0,122,0,0,0,46,1334,83,0,43,0,62,0,21,7,28,0,0,1334,83,0,43,0,62,0,21,7,28,0,0,1334,83,0,43,0,62,0,21,7,28,0,0,1334,83,0,43,0,62,0,21,7,28,0,0,32540,1628,0,840,0,308,0,306,108,0,0,0,17892,58,0,578,0,727,0,249,677,0,0,0
吹雪,1,301011,4,2,1,3,0,11,97,0,0,59,290,12,98,27,0,78,0,67,71,45.6,34,48,361,15,122,34,0,78,0,67,71,45.6,34,60,502,21,171,47,0,78,0,67,71,45.6,34,84,714,29,244,67,0,78,0,67,71,45.6,34,119,7070,114,972,536,0,390,0,990,1050,0,0,474,7060,269,1213,364,0,923,0,-578,-765,0,0,447
绫波,1,301051,4,2,1,3,0,12,97,0,0,59,290,12,98,27,0,78,0,67,72,45.6,36,50,361,15,122,34,0,78,0,67,72,45.6,36,62,502,21,171,47,0,78,0,67,72,45.6,36,87,714,30,244,67,0,78,0,67,72,45.6,36,124,7070,120,972,536,0,390,0,990,1068,0,0,496,7060,278,1213,364,0,923,0,-578,-776,0,0,447
晓,1,301091,3,2,1,3,0,11,94,0,0,58,282,11,95,28,0,77,0,65,72,45.6,45,47,351,14,119,35,0,77,0,65,72,45.6,45,59,488,19,166,49,0,77,0,65,72,45.6,45,82,694,28,236,69,0,77,0,65,72,45.6,45,116,6870,110,940,548,0,384,0,966,1068,0,0,462,6870,258,1175,375,0,914,0,-566,-776,0,0,448
响,1,301101,4,2,1,3,0,11,100,0,0,59,290,12,101,29,0,79,0,65,72,45.6,88,48,361,15,126,36,0,79,0,65,72,45.6,88,60,502,21,176,50,0,79,0,65,72,45.6,88,84,714,29,251,71,0,79,0,65,72,45.6,88,119,7070,114,1002,564,0,394,0,966,1068,0,0,474,7060,269,1248,381,0,934,0,-566,-776,0,0,447
雷,1,301111,3,2,1,3,0,11,94,0,0,58,282,11,95,28,0,77,0,65,72,45.6,52,41,351,14,119,35,0,77,0,65,72,45.6,52,51,488,19,166,49,0,77,0,65,72,45.6,52,72,694,28,236,69,0,77,0,65,72,45.6,52,103,6870,110,940,548,0,384,0,966,1068,0,0,410,6870,258,1175,375,0,914,0,-566,-776,0,0,441
电,1,301121,3,2,1,3,0,11,94,0,0,58,282,11,95,28,0,77,0,65,72,45.6,57,41,351,14,119,35,0,77,0,65,72,45.6,57,51,488,19,166,49,0,77,0,65,72,45.6,57,72,694,28,236,69,0,77,0,65,72,45.6,57,103,6870,110,940,548,0,384,0,966,1068,0,0,410,6870,258,1175,375,0,914,0,-566,-776,0,0,441
白露,1,301131,3,2,1,3,0,12,97,0,0,54,276,12,98,28,0,72,0,67,71,40.8,41,40,343,15,122,35,0,72,0,67,71,40.8,41,50,478,21,171,49,0,72,0,67,71,40.8,41,70,680,30,244,69,0,72,0,67,71,40.8,41,100,6735,118,972,548,0,360,0,984,1044,0,0,400,6725,280,1213,375,0,848,0,-574,-759,0,0,436
夕立,1,301141,5,3,1,3,0,13,104,0,0,62,295,13,105,29,0,83,0,70,71,40.8,32,49,367,16,131,36,0,83,0,70,71,40.8,32,61,511,23,183,51,0,83,0,70,71,40.8,32,86,726,32,261,72,0,83,0,70,71,40.8,32,122,7190,128,1038,576,0,414,0,1032,1044,0,0,488,7180,300,1297,392,0,974,0,-602,-759,0,0,447
时雨,1,301151,4,2,1,3,0,12,100,0,0,58,284,12,101,28,0,78,0,67,71,40.8,84,44,353,15,126,35,0,78,0,67,71,40.8,84,55,492,21,176,49,0,78,0,67,71,40.8,84,77,700,30,251,69,0,78,0,67,71,40.8,84,110,6930,122,1002,552,0,388,0,984,1044,0,0,438,6930,283,1248,371,0,917,0,-574,-759,0,0,447
雪风,1,301161,5,3,1,3,0,12,100,0,0,61,359,13,101,30,0,82,0,71,71,42.6,93,52,447,16,126,37,0,82,0,71,71,42.6,93,65,622,22,176,52,0,82,0,71,71,42.6,93,90,884,32,252,74,0,82,0,71,71,42.6,93,129,8750,124,1004,588,0,408,0,1056,1056,0,0,510,8750,296,1251,402,0,965,0,-619,-769,0,0,448
阳炎,1,301171,3,2,1,3,0,12,98,0,0,55,304,12,99,28,0,74,0,67,71,42.6,25,46,378,15,123,35,0,74,0,67,71,42.6,25,57,526,21,172,49,0,74,0,67,71,42.6,25,80,749,30,245,69,0,74,0,67,71,42.6,25,115,7410,118,976,548,0,366,0,996,1056,0,0,458,7410,280,1219,375,0,872,0,-584,-769,0,0,449
不知火,1,301181,2,1,1,3,0,12,96,0,0,54,298,12,97,27,0,72,0,67,71,42.6,25,42,371,15,121,34,0,72,0,67,71,42.6,25,53,516,21,169,47,0,72,0,67,71,42.6,25,74,734,29,240,67,0,72,0,67,71,42.6,25,105,7265,116,956,528,0,360,0,996,1056,0,0,420,7265,274,1194,365,0,848,0,-584,-769,0,0,441
野分,1,301201,4,2,1,3,0,12,100,0,0,58,346,12,101,29,0,77,0,70,71,42,72,47,430,15,126,36,0,77,0,70,71,42,72,59,599,21,176,50,0,77,0,70,71,42,72,82,852,30,252,71,0,77,0,70,71,42,72,117,8430,122,1004,564,0,384,0,1032,1050,0,0,464,8430,283,1251,381,0,914,0,-602,-765,0,0,449
初春,1,301211,3,2,1,3,0,11,91,0,0,54,286,11,92,27,0,72,0,66,71,43.2,45,46,356,14,115,34,0,72,0,66,71,43.2,45,57,495,19,161,47,0,72,0,66,71,43.2,45,80,704,27,229,67,0,72,0,66,71,43.2,45,115,6970,108,914,532,0,358,0,972,1056,0,0,458,6970,252,1136,361,0,850,0,-567,-769,0,0,449
若叶,1,301231,3,2,1,3,0,11,91,0,0,54,286,11,92,27,0,72,0,66,71,43.2,36,46,356,14,115,34,0,72,0,66,71,43.2,36,57,495,19,161,47,0,72,0,66,71,43.2,36,80,704,27,229,67,0,72,0,66,71,43.2,36,115,6970,108,914,532,0,358,0,972,1056,0,0,458,6825,254,1122,358,0,833,0,-567,-769,0,0,449
初霜,1,301241,3,2,1,3,0,11,91,0,0,54,286,11,92,27,0,72,0,66,71,43.2,51,46,356,14,115,34,0,72,0,66,71,43.2,51,57,495,19,161,47,0,72,0,66,71,43.2,51,80,704,27,229,67,0,72,0,66,71,43.2,51,115,6970,108,914,532,0,358,0,972,1056,0,0,458,6970,252,1136,361,0,850,0,-567,-769,0,0,449
有明,1,301251,3,2,1,3,0,11,91,0,0,54,286,11,92,27,0,72,0,66,71,43.2,34,46,356,14,115,34,0,72,0,66,71,43.2,34,57,495,19,161,47,0,72,0,66,71,43.2,34,80,704,27,229,67,0,72,0,66,71,43.2,34,115,6970,108,914,532,0,358,0,972,1056,0,0,458,6970,252,1136,361,0,850,0,-567,-769,0,0,449
夕暮,1,301261,3,2,1,3,0,11,91,0,0,54,261,11,92,27,0,72,0,66,72,44.7,32,46,325,14,115,34,0,72,0,66,72,44.7,32,57,452,19,161,47,0,72,0,66,72,44.7,32,80,643,27,229,67,0,72,0,66,72,44.7,32,115,6370,108,914,532,0,358,0,972,1062,0,0,458,6360,252,1136,361,0,850,0,-567,-769,0,0,449
黑潮,1,301271,3,2,1,3,0,12,98,0,0,55,336,12,99,28,0,74,0,67,71,42,34,46,418,15,123,35,0,74,0,67,71,42,34,57,582,21,172,49,0,74,0,67,71,42,34,80,827,30,245,69,0,74,0,67,71,42,34,115,8190,118,976,548,0,366,0,996,1050,0,0,458,8180,280,1219,375,0,872,0,-584,-765,0,0,449
亲潮,1,301281,3,2,1,3,0,12,98,0,0,55,336,12,99,28,0,74,0,67,71,42,34,46,418,15,123,35,0,74,0,67,71,42,34,57,582,21,172,49,0,74,0,67,71,42,34,80,827,30,245,69,0,74,0,67,71,42,34,115,8190,118,976,548,0,366,0,996,1050,0,0,458,8180,280,1219,375,0,872,0,-584,-765,0,0,449
神风,1,301301,3,2,1,3,0,11,76,0,0,57,252,11,77,26,0,77,0,67,72,44.8,86,50,313,14,96,32,0,77,0,67,72,44.8,86,62,436,19,134,45,0,77,0,67,72,44.8,86,87,620,28,191,64,0,77,0,67,72,44.8,86,124,6140,110,760,508,0,382,0,990,1062,0,0,492,6130,258,1198,347,0,901,0,-578,-770,0,0,448
松风,1,301311,3,2,1,3,0,11,76,0,0,56,252,11,77,24,0,74,0,67,71,44.8,45,45,313,14,96,30,0,74,0,67,71,44.8,45,56,436,19,134,42,0,74,0,67,71,44.8,45,79,620,27,191,60,0,74,0,67,71,44.8,45,113,6140,108,760,480,0,370,0,990,1044,0,0,450,6130,252,1198,323,0,875,0,-578,-759,0,0,448
睦月,1,301321,2,1,1,3,0,11,81,0,0,54,240,11,82,26,0,72,0,65,72,44.7,35,44,298,14,102,32,0,72,0,65,72,44.7,35,55,415,19,143,45,0,72,0,65,72,44.7,35,77,591,27,203,64,0,72,0,65,72,44.7,35,110,5845,108,808,500,0,360,0,960,1062,0,0,440,5845,252,1175,348,0,848,0,-560,-770,0,0,445
如月,1,301331,2,1,1,3,0,11,81,0,0,54,240,11,82,26,0,72,0,65,72,44.7,15,44,298,14,102,32,0,72,0,65,72,44.7,15,55,415,19,143,45,0,72,0,65,72,44.7,15,76,591,27,203,64,0,72,0,65,72,44.7,15,109,5845,108,808,500,0,360,0,960,1062,0,0,432,5845,252,1175,348,0,848,0,-560,-770,0,0,446
卯月,1,301351,2,1,1,3,0,11,81,0,0,54,240,11,82,26,0,72,0,65,72,44.7,37,44,298,14,102,32,0,72,0,65,72,44.7,37,55,415,19,143,45,0,72,0,65,72,44.7,37,77,591,27,203,64,0,72,0,65,72,44.7,37,110,5845,108,808,500,0,360,0,960,1062,0,0,440,5845,252,1175,348,0,848,0,-560,-770,0,0,445
水无月,1,301371,2,1,1,3,0,11,81,0,0,54,240,11,82,26,0,72,0,65,72,44.7,45,41,298,14,102,32,0,72,0,65,72,44.7,45,51,415,19,143,45,0,72,0,65,72,44.7,45,71,591,27,203,64,0,72,0,65,72,44.7,45,102,5845,108,808,500,0,360,0,960,1062,0,0,406,5845,252,1175,348,0,848,0,-560,-770,0,0,441
文月,1,301381,3,2,1,3,0,11,83,0,0,55,244,11,84,24,0,74,0,65,72,44.7,27,45,304,14,105,30,0,74,0,65,72,44.7,27,56,423,19,146,42,0,74,0,65,72,44.7,27,78,602,28,209,59,0,74,0,65,72,44.7,27,112,5960,110,830,472,0,366,0,960,1062,0,0,444,5960,258,1162,316,0,872,0,-560,-770,0,0,447
长月,1,301391,3,2,1,3,0,11,83,0,0,55,244,11,84,24,0,74,0,65,72,44.7,35,46,304,14,105,30,0,74,0,65,72,44.7,35,57,423,19,146,42,0,74,0,65,72,44.7,35,80,602,28,209,59,0,74,0,65,72,44.7,35,114,5960,110,830,472,0,366,0,960,1062,0,0,454,5960,258,1162,316,0,872,0,-560,-770,0,0,447
三日月,1,301411,2,1,1,3,0,11,81,0,0,54,240,11,82,26,0,72,0,65,72,44.7,40,45,298,14,102,32,0,72,0,65,72,44.7,40,56,415,19,143,45,0,72,0,65,72,44.7,40,78,591,27,203,64,0,72,0,65,72,44.7,40,111,5845,108,808,500,0,360,0,960,1062,0,0,442,5845,252,1175,348,0,848,0,-560,-770,0,0,446
江风,1,301491,5,3,1,3,0,13,104,0,0,59,295,13,105,30,0,80,0,70,71,40.8,38,49,367,16,131,37,0,80,0,70,71,40.8,38,61,511,22,183,52,0,80,0,70,71,40.8,38,86,727,32,261,74,0,80,0,70,71,40.8,38,122,7195,126,1038,588,0,396,0,1032,1044,0,0,488,7195,302,1297,402,0,939,0,-602,-759,0,0,447
清波,1,301541,3,2,1,3,0,11,95,0,0,58,331,11,96,26,0,77,0,71,71,42,46,45,412,14,120,32,0,77,0,71,71,42,46,56,573,19,167,45,0,77,0,71,71,42,46,79,816,27,238,64,0,77,0,71,71,42,46,112,8080,108,948,500,0,384,0,1050,1050,0,0,448,8070,252,1182,348,0,914,0,-615,-765,0,0,446
新月,1,301561,4,2,1,3,0,14,69,0,0,58,394,14,70,36,0,77,0,67,67,39.6,32,49,490,18,87,45,0,77,0,67,67,39.6,32,61,682,25,122,63,0,77,0,67,67,39.6,32,85,971,35,174,89,0,77,0,67,67,39.6,32,122,9610,142,694,708,0,384,0,996,984,0,0,486,9610,331,1207,485,0,914,0,-584,-724,0,0,449
春月,1,301571,4,2,1,3,0,14,68,0,0,58,394,14,68,36,0,77,0,69,67,39.6,61,51,490,17,85,45,0,77,0,69,67,39.6,61,64,682,24,119,63,0,77,0,69,67,39.6,61,89,971,34,170,89,0,77,0,69,67,39.6,61,127,9610,136,678,712,0,384,0,1020,984,0,0,504,9610,322,1209,481,0,914,0,-598,-724,0,0,446
宵月,1,301581,4,2,1,3,0,14,68,0,0,58,394,14,68,37,0,77,0,69,67,39.6,61,49,490,17,85,46,0,77,0,69,67,39.6,61,61,682,24,119,64,0,77,0,69,67,39.6,61,85,971,34,170,92,0,77,0,69,67,39.6,61,122,9610,136,678,728,0,384,0,1014,984,0,0,486,9610,322,1209,502,0,914,0,-592,-724,0,0,449
浦风,1,301591,3,2,1,3,0,12,96,0,0,55,336,12,97,28,0,74,0,67,71,42,27,40,418,15,121,35,0,74,0,67,71,42,27,50,582,21,169,48,0,74,0,67,71,42,27,70,827,29,240,69,0,74,0,67,71,42,27,100,8190,116,956,540,0,366,0,990,1050,0,0,398,8180,274,1194,375,0,872,0,-578,-765,0,0,438
矶风,1,301601,3,2,1,3,0,12,96,0,0,55,336,12,97,28,0,74,0,67,71,42,18,49,418,15,121,35,0,74,0,67,71,42,18,61,582,21,169,48,0,74,0,67,71,42,18,85,827,30,240,69,0,74,0,67,71,42,18,121,8190,120,956,544,0,366,0,990,1050,0,0,482,8180,278,1194,371,0,872,0,-578,-765,0,0,448
滨风,1,301611,3,2,1,3,0,12,98,0,0,55,336,12,99,28,0,74,0,67,71,42,58,46,418,15,123,35,0,74,0,67,71,42,58,57,582,21,172,49,0,74,0,67,71,42,58,80,827,30,245,69,0,74,0,67,71,42,58,114,8190,118,976,548,0,366,0,996,1050,0,0,456,8180,280,1219,375,0,872,0,-584,-765,0,0,448
